20221112	08:22:32	6f9aace5-8f28-4988-8c81-4e0f9f94a118	/	GET
20221112	08:22:32	d3b32a28-ec40-456b-bee3-4578efebed04	/favicon.ico	GET
20221112	08:22:49	3d50828d-3336-4019-b488-d29aa5976bd5	/abc	GET
20221112	08:23:20	152cb806-c11b-4a96-b861-07f54ea29e82	/abc	GET
20221112	08:23:22	57181d09-3ce8-4efd-a96a-4b78b42e118f	/abc	GET
20221112	08:23:38	be43773f-a4e1-4968-b231-22c732e102a6	/abc	GET
20221113	12:12:27	ee58cf62-48fe-4de2-9bd3-39ccabe46763	GET	https://www.google.com	/
20221113	12:16:37	3c88a992-5c66-4bfe-bf86-961af7138bc8	OPTIONS	https://www.google.com	/
20221113	12:16:37	fbb3e678-4acf-491d-b640-ed27f4c2eac0	GET	https://www.google.com	/
20221113	12:23:23	17d726a9-975d-4d15-83f8-4a59821e1d7c	GET	undefined	/
20221113	12:24:11	476b11b7-9066-47f5-8900-b478d006add8	GET	undefined	/
20221113	12:24:13	4cb5567a-5940-49a3-aea3-ee848cd8732c	GET	undefined	/
20221113	12:25:23	fc64da79-1ad2-4d53-899c-7411b05325df	GET	undefined	/
20221113	12:25:24	6c6dbb3d-dd7d-4d48-bff8-bc2c33884ce6	GET	undefined	/
20221113	12:25:25	362d5e6d-4aa3-4e91-bc56-aa2652c4f8a8	GET	undefined	/
20221113	12:25:25	e32f0a0f-58df-4ee9-8248-c00b0e1a5838	GET	undefined	/
20221113	12:25:27	cfdbc921-9118-4501-9f7a-75016c95dd3a	GET	undefined	/
20221113	12:25:52	ad16803b-b00e-456e-b1f7-57742f2da0ae	GET	undefined	/
20221113	12:27:25	c0f05b04-49c4-4e08-835f-56e1bca4cec5	GET	undefined	/
20221113	12:27:27	748a52c3-999a-4cff-b8c8-c6ecc2b0a18e	GET	undefined	/
20221113	12:27:28	68cd6ebe-81c4-4dfb-8343-9ac7b57fc650	GET	undefined	/
20221113	12:27:28	91d1149a-886a-44f5-9fd6-69b4f95ce421	GET	undefined	/
20221113	12:27:28	48e0cccd-ddb2-4696-b312-97d5bfbfc784	GET	undefined	/
20221113	12:27:29	43cffb66-262a-4070-945b-534357dc039b	GET	undefined	/
20221113	12:28:00	602d80ec-c399-4333-8dbc-5c80094947e4	GET	undefined	/
20221113	12:28:09	2e7ae37a-6860-468f-9518-577e9727aa1d	GET	undefined	/
20221113	12:32:06	7e4ad4b4-d0b3-4ee4-b90b-962d10f5713a	GET	undefined	/
20221113	12:32:06	ec3032e1-3dcf-4dad-8dbe-4e51e7f34b70	GET	undefined	/
20221113	12:32:06	b2703276-5b79-43f6-8d7a-c49e4361dea1	GET	undefined	/
20221113	12:32:06	ab677b73-bf9a-4e89-ac37-1cf7ccee9c7c	GET	undefined	/
20221113	12:32:06	d1a2654f-d317-43e1-ab1f-02adcf2c51b2	GET	undefined	/
20221113	12:33:01	3b78877f-49e2-486b-b25a-d5611c0bd94d	GET	undefined	/
20221113	12:33:02	61ad0927-a030-4a21-8130-4d773a9ef8b1	GET	undefined	/
20221113	12:33:02	92cae02d-7b1d-4e49-a450-94db27e80195	GET	undefined	/
20221113	12:33:02	02d698a9-4314-4592-a9cf-9dbdc9ae832f	GET	undefined	/
20221113	12:33:03	40cb7b6b-74a5-4ec4-98be-3fd2bf5c53ca	GET	undefined	/
20221113	12:33:03	7eeae958-645e-4fac-af95-83b4577f4a18	GET	undefined	/
20221113	12:33:03	a6fa6e75-6aa1-4536-8654-b64bb1cb570b	GET	undefined	/
20221113	12:33:05	b08f7c10-701f-40d1-9610-9af1ccfad556	GET	undefined	/
20221113	12:33:05	b034b07b-d8b7-4c30-bed1-dd341e067f25	GET	undefined	/
20221113	12:33:05	0e657fc4-b0b1-4679-9511-1377bf643fcc	GET	undefined	/
20221113	12:33:05	13fe73c9-e443-4b01-96aa-0c19c521d7bc	GET	undefined	/
20221113	12:33:05	855237fb-1ea4-4d84-8204-c1c4b3537f8d	GET	undefined	/
20221113	12:33:06	50cd1386-2f56-4a51-a4df-ec214e6eed31	GET	undefined	/
20221113	12:33:06	28244ce7-f218-4d52-9efd-3184fe235072	GET	undefined	/
20221113	12:33:06	6fd34c32-6f09-4c53-a6ad-cb03ceffd885	GET	undefined	/
20221113	12:34:57	95568bed-7909-4892-a1a7-a38ad93a44b1	GET	undefined	/
20221113	12:35:55	6ea4ae54-8659-4276-ba31-f105bd7d6484	GET	undefined	/
20221113	12:35:55	ed215a75-6cc7-4007-8791-67196c1a8870	GET	undefined	/
20221113	12:35:56	7c4f6bbb-35f2-46cc-a1eb-7aec932d01e0	GET	undefined	/
20221113	12:40:42	2b6d3dcc-d865-4741-a950-67d9c52aa747	GET	undefined	/
20221113	12:40:42	7ac529c4-774e-4d3f-9215-37067e2fa841	GET	undefined	/css/style.css
20221113	12:40:54	6bcee1c6-e5ca-4aa5-b7b2-4d2c5d51d966	GET	undefined	/
20221113	12:44:07	8ddab388-d076-41ba-81b1-90af45f4c7b4	GET	undefined	/
20221113	12:44:07	ba88bca0-b649-489a-86f4-67dd011d3a94	GET	undefined	/css/style.css
20221113	12:52:51	b456e27a-0e60-4250-84d7-3658571f51ca	GET	undefined	/
20221113	12:53:03	f73a3295-b10e-4931-8047-4cb39f8f803e	GET	undefined	/
20221113	12:53:03	c2dbc7c7-c694-4f48-9b4d-155453c59744	GET	undefined	/css/style.css
20221113	12:56:26	1d78a1bf-5088-4474-85f9-8cdafc0469ba	GET	undefined	/
20221113	12:56:26	4801325f-0935-4b31-9c17-9da911dfc467	GET	undefined	/css/style.css
20221113	12:56:26	061ced9c-feb0-4573-b1e3-1d48eccfcac6	GET	undefined	/
20221113	12:56:26	3b610e67-3954-49e4-bba5-b027c69446f5	GET	undefined	/css/style.css
20221113	12:56:31	867e4f29-3e5d-4616-8d52-252f1f91edae	GET	undefined	/abc
20221113	12:56:37	90090a1a-e41c-4ed8-b87c-3cb2ccc3d0bc	GET	undefined	/abc.json
20221113	12:56:41	3faf30fb-6657-4ab0-a8d8-8932c83960d0	GET	undefined	/
20221113	12:56:41	12ef9c34-95a4-4319-9e96-3cc99ffcb57f	GET	undefined	/css/style.css
20221114	22:00:33	7355a91e-ad38-4f31-98de-c848e2f6b07c	GET	undefined	/
20221114	22:00:33	3e76339e-c0ca-42c0-81ae-e8bf14f57a7a	GET	undefined	/css/style.css
20221114	22:00:36	6ff4af3a-2fa0-4de1-9ff1-55e047683ed6	GET	undefined	/favicon.ico
20221114	22:01:00	8268b08b-aaa4-453b-8aa4-d4f0b334cb28	GET	undefined	/subdir
20221114	22:01:38	05683ca8-f560-4f48-b730-493be91ba278	GET	undefined	/subdir
20221114	22:01:38	d598919a-6217-4546-a2cb-d504f1053bf1	GET	undefined	/css/style.css
20221114	22:01:49	7ce755c9-5dae-482c-8113-471749d96021	GET	undefined	/subdir
20221114	22:01:49	a9a89145-72c1-440f-893c-bab1bc6d8804	GET	undefined	/css/style.css
20221114	22:02:19	21b32519-e195-4478-aec4-88f9cbae4245	GET	undefined	/subdir
20221114	22:02:19	67a72f44-f26e-477a-a357-55ef2668984c	GET	undefined	/css/style.css
20221114	22:02:53	34745968-b68a-46df-92d8-ad5047db91d8	GET	undefined	/subdir
20221114	22:02:53	f614192b-8f94-4093-b4d9-852906b65df2	GET	undefined	/css/style.css
20221114	22:03:00	a01f63f9-bdc8-4b15-a79d-da95cf7c829e	GET	undefined	/subdir/test
20221114	22:03:00	b15b9088-2704-4cb7-a858-3fe7490fa492	GET	undefined	/subdir/css/style.css
20221114	22:03:45	52a8eb8f-b171-4d89-9c15-361cb6653a33	GET	undefined	/subdir/tes
20221114	22:04:27	2d3cd22b-6f64-4d49-bac5-33af7cd666bb	GET	undefined	/subdir/test
20221114	22:04:27	52519ef8-5bb2-4816-9d22-f339d0968af2	GET	undefined	/subdir/css/style.css
20221114	22:10:11	72ec1cd0-57d0-425f-996e-a8db4fb90d45	GET	undefined	/
20221114	22:10:11	6d078f25-fbca-4399-95a7-d4e7de99bd54	GET	undefined	/css/style.css
20221114	22:10:16	3d90c600-fb9b-4491-885a-cc55cf47a9ac	GET	undefined	/new-page.html
20221114	22:10:16	d1c4e07d-2995-4f6e-ad7b-f942cf553b05	GET	undefined	/css/style.css
20221114	22:10:24	1d76529d-0b10-4db6-af41-c9c67e732d3b	GET	undefined	/old-page
20221114	22:10:24	71218f06-9086-4628-b66c-8ee309595398	GET	undefined	/new-page.html
20221114	22:10:24	ac40badb-9a33-4cc0-b358-74d5ea28d8d1	GET	undefined	/css/style.css
20221114	22:10:34	bb4bb3e5-f459-4125-9a65-97d1b4f0feca	GET	undefined	/index
20221114	22:10:34	5f301e23-e1b6-40ea-b8ba-4b2ebb38d646	GET	undefined	/css/style.css
20221114	22:21:33	310480e9-c441-4bb8-a360-9b483e743c42	GET	undefined	/employees
20221114	22:23:23	46b8368d-ec53-4b21-a4a7-50a6073d312e	POST	undefined	/employees
20221114	22:24:50	ffea4147-0a53-4dc0-b03f-4191e454f90b	PUT	undefined	/employees
20221114	22:25:05	06b3cc12-002f-4b05-bb51-d7c1d780cf1b	DELETE	undefined	/employees
20221114	22:25:27	761ced59-338b-40c7-bbc1-ec656fe2fcf2	GET	undefined	/employees/1
20221115	19:38:43	dc58e372-8507-4617-9047-62d165af4691	GET	undefined	/employees
20221115	19:38:50	75ea5b23-38f3-4c90-a22d-45d456875167	POST	undefined	/employees
20221115	19:39:03	084a408e-11eb-43f4-9991-aa2013d0cc85	PUT	undefined	/employees
20221115	19:39:35	6fec5710-74f6-4c95-982b-4465eae75f74	PUT	undefined	/employees
20221115	19:39:39	f2c28330-76c5-4ae9-b7d3-e99b423f748c	GET	undefined	/employees
20221115	19:39:47	042c5dd0-b7e6-4922-9729-aad4433c11e8	POST	undefined	/employees
20221115	19:39:55	c841f35e-9b1b-4c30-9082-fe77e1802d97	PUT	undefined	/employees
20221115	19:39:58	1ed8f69a-ff5f-4e78-bbef-ad307ae6e355	GET	undefined	/employees
20221115	19:42:24	2346bb2e-e16b-4778-a4d7-edcf362c57a9	GET	undefined	/employees
20221115	19:42:27	eaadd9a4-183f-45f8-9542-ac0fbef1cea2	POST	undefined	/employees
20221115	19:42:30	a7226091-edb8-438a-be9f-50370cce6239	GET	undefined	/employees
20221115	19:42:32	472d3898-7651-4726-993b-512b6e8d327c	PUT	undefined	/employees
20221115	19:42:48	ba8861d6-598d-4e54-aa91-7bade2313465	GET	undefined	/employees/1
20221115	19:42:51	0648ee26-f423-4990-bf27-74e117f4cb05	GET	undefined	/employees/3
20221115	19:43:14	413c1365-9483-4cdf-b874-12f1d9ea21ac	DELETE	undefined	/employees
20221115	19:43:19	613a1b72-6aa4-4edd-9c9c-96609dfa3127	POST	undefined	/employees
20221115	19:43:28	151b76aa-030b-4703-9028-ed0420fafb6c	GET	undefined	/employees
20221116	09:28:09	e21ebdf2-f172-405d-b46b-7a643fee499a	GET	undefined	/
20221116	09:28:09	64a6c3ee-de3c-4fec-ac12-27bcb4a895ea	GET	undefined	/css/style.css
20221116	09:28:09	e3f5a6d1-0314-4d4a-b4ee-37cf4c27b223	GET	undefined	/favicon.ico
20221116	09:30:24	7850fee5-67b7-4bd8-b104-62741c4df60d	POST	undefined	/register/
20221116	09:30:58	fcbc51e5-a387-45a9-a889-cdb92d41e4e1	POST	undefined	/register/
20221116	09:33:28	7710e976-9f71-4d55-b56b-bdfb4495c2fa	POST	undefined	/register/
20221116	09:34:14	2fe91fef-ca16-4042-b75f-aabda77090c4	POST	undefined	/register/
20221116	09:47:19	c764a915-c47c-40f7-8148-553ed45585ea	POST	undefined	/auth/
20221116	09:47:41	f059e821-280a-4045-a41d-122a3ee636b8	POST	undefined	/auth/
20221116	09:48:02	88db68da-f788-44a8-a3d0-f87a11b69a04	POST	undefined	/register/
20221116	09:49:35	590ea4b3-5fcd-44d6-99fb-e087fd4d0436	POST	undefined	/auth/
20221116	09:49:52	4a7d7f3a-8971-44d7-b7b1-310277a007e6	POST	undefined	/register/
20221116	09:51:37	6eabbb36-588f-43da-a8ad-7f368dcd6639	POST	undefined	/employees
20221116	09:51:48	b552c293-f2ee-4310-ba0d-de8a40137aad	GET	undefined	/employees
20221116	09:52:07	4e222f93-3c44-44d2-af7e-534b7dd6b39e	POST	undefined	/register/
20221116	09:55:04	27dcb3d9-2874-4b95-95e5-3477afc8870b	POST	undefined	/register/
20221116	09:55:25	236b1861-f27d-4574-af87-9bf950354ba7	POST	undefined	/register/
20221116	09:56:08	a4dba698-ee37-4285-92af-c1b329ab38a9	POST	undefined	/register/
20221116	09:56:33	e0df3adb-1a94-4ad9-b217-635cee789378	POST	undefined	/register/
20221116	09:56:58	2000ac34-da1d-4829-8f7a-8f78cfeb9cac	POST	undefined	/register/
20221116	09:57:18	111344d2-fc65-420a-a278-5ec6fcef4424	POST	undefined	/register/
20221116	09:57:32	ce54d4db-9a1e-47b7-a8e1-039e64576040	POST	undefined	/auth/
20221116	09:57:43	35c4ff59-fb00-4a35-ab47-560755c3d6a0	POST	undefined	/auth/
20221116	09:58:11	4881b95f-491b-4b38-aaae-4795f8e9e7c8	POST	undefined	/auth/
